deck,card name,category,secondary categories,label,modifier,salt,color,cmc,rarity,types,price,card text,art
the-demons,"Clavileño, First of the Blessed",Commander,,default,Normal,0.36,"White,Black",3,mythic,Creature,1.79,"Whenever you attack, target attacking Vampire that isn't a Demon becomes a Demon in addition to its other types. It gains ""When this creature dies, draw a card and create a tapped 4/3 white and black Vampire Demon creature token with flying.""","images/card_art/Clavileño,_First_of_the_Blessed/Clavileño,_First_of_the_Blessed_lcc_2_9f55b648.png"
the-demons,The Golden Throne,Ramp,,default,Normal,0.65,,4,rare,Artifact,16.99,"Arcane Life-support — If you would lose the game, instead exile The Golden Throne and your life total becomes 1. A Thousand Souls Die Every Day — {T}, Sacrifice a creature: Add three mana in any combination of colors.",images/card_art/The_Golden_Throne/The_Golden_Throne_40k_157_fa515b78.png
the-demons,Scrubland,Land,,default,Normal,0.83,,0,rare,Land,549.99,({T}: Add {W} or {B}.),images/card_art/Scrubland/Scrubland_ced_282_c6aad9a9.png
the-demons,"Urborg, Tomb of Yawgmoth",Land,,default,Normal,0.49,,0,rare,Land,64.99,Each land is a Swamp in addition to its other land types.,"images/card_art/Urborg,_Tomb_of_Yawgmoth/Urborg,_Tomb_of_Yawgmoth_plst_UMA-254_a9ca5e42.png"
the-demons,"Agadeem's Awakening // Agadeem, the Undercrypt",Recursion,,default,Normal,0.43,Black,3,mythic,"Sorcery,Land",37.99,"Return from your graveyard to the battlefield any number of target creature cards that each have a different mana value X or less. // As this land enters, you may pay 3 life. If you don't, it enters tapped. {T}: Add {B}.","images/card_art/Agadeem's_Awakening_Agadeem,_the_Undercrypt/Agadeem's_Awakening_Agadeem,_the_Undercrypt_znr_90_67f4c93b_front.png"
the-demons,Grim Tutor,Tutor,,default,Normal,0.91,Black,3,mythic,Sorcery,32.99,"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",images/card_art/Grim_Tutor/Grim_Tutor_m21_103_928558ab.png
the-demons,Legion Lieutenant,Anthem,,default,Normal,0.11,"White,Black",2,uncommon,Creature,0.35,Other Vampires you control get +1/+1.,images/card_art/Legion_Lieutenant/Legion_Lieutenant_lcc_275_85c6bd7d.png
the-demons,Bishop of Rebirth,Recursion,,default,Normal,0.36,White,5,rare,Creature,0.69,"Vigilance Whenever this creature attacks, you may return target creature card with mana value 3 or less from your graveyard to the battlefield.",images/card_art/Bishop_of_Rebirth/Bishop_of_Rebirth_xln_5_3d654bec.png
the-demons,Elenda's Hierophant,Tokens,,default,Normal,0.25,White,3,rare,Creature,4.99,"Flying Whenever you gain life, put a +1/+1 counter on this creature. When this creature dies, create X 1/1 white Vampire creature tokens with lifelink, where X is its power.",images/card_art/Elenda's_Hierophant/Elenda's_Hierophant_lcc_71_d12f728a.png
the-demons,March of the Canonized,Tokens,,default,Normal,0.22,White,2,rare,Enchantment,0.69,"When this enchantment enters, create X 1/1 white Vampire creature tokens with lifelink. At the beginning of your upkeep, if your devotion to white and black is seven or greater, create a 4/3 white and black Vampire Demon creature token with flying.",images/card_art/March_of_the_Canonized/March_of_the_Canonized_lcc_73_547581d0.png
the-demons,"Vona, Butcher of Magan",Removal,,default,Normal,0.5,"White,Black",5,mythic,Creature,0.99,"Vigilance, lifelink {T}, Pay 7 life: Destroy target nonland permanent. Activate only during your turn.","images/card_art/Vona,_Butcher_of_Magan/Vona,_Butcher_of_Magan_lcc_293_27beed9c.png"
the-demons,Damn,Removal,,default,Normal,0.36,Black,2,rare,Sorcery,2.79,"Destroy target creature. A creature destroyed this way can't be regenerated. Overload {2}{W}{W} (You may cast this spell for its overload cost. If you do, change ""target"" in its text to ""each."")",images/card_art/Damn/Damn_drc_89_1b25c224.png
the-demons,Call the Bloodline,Discard,,default,Normal,0.62,Black,2,uncommon,Enchantment,0.35,"{1}, Discard a card: Create a 1/1 black Vampire Knight creature token with lifelink. Activate only once each turn.",images/card_art/Call_the_Bloodline/Call_the_Bloodline_f16_12_00c77bdd.png
the-demons,"Nykthos, Shrine to Nyx",Land,,default,Normal,0.91,,0,rare,Land,64.99,"{T}: Add {C}. {2}, {T}: Choose a color. Add an amount of mana of that color equal to your devotion to that color. (Your devotion to a color is the number of mana symbols of that color in the mana costs of permanents you control.)","images/card_art/Nykthos,_Shrine_to_Nyx/Nykthos,_Shrine_to_Nyx_ppro_2022-3_76cc445b.png"
the-demons,"Mavren Fein, Dusk Apostle",Tokens,,default,Normal,0.23,White,3,rare,Creature,0.49,"Whenever one or more nontoken Vampires you control attack, create a 1/1 white Vampire creature token with lifelink.","images/card_art/Mavren_Fein,_Dusk_Apostle/Mavren_Fein,_Dusk_Apostle_lcc_133_fdc3e998.png"
the-demons,"Takenuma, Abandoned Mire",Land,,default,Normal,0.22,,0,rare,Land,15.99,"{T}: Add {B}. Channel — {3}{B}, Discard this card: Mill three cards, then return a creature or planeswalker card from your graveyard to your hand. This ability costs {1} less to activate for each legendary creature you control.","images/card_art/Takenuma,_Abandoned_Mire/Takenuma,_Abandoned_Mire_neo_278_499037cc.png"
the-demons,Castle Locthwain,Land,,default,Normal,0.1,,0,rare,Land,5.99,"This land enters tapped unless you control a Swamp. {T}: Add {B}. {1}{B}{B}, {T}: Draw a card, then you lose life equal to the number of cards in your hand.",images/card_art/Castle_Locthwain/Castle_Locthwain_clb_884_19336e3a.png
the-demons,Malakir Rebirth // Malakir Mire,Protection,,default,Normal,0.21,Black,1,uncommon,"Instant,Land",15.99,"Choose target creature. You lose 2 life. Until end of turn, that creature gains ""When this creature dies, return it to the battlefield tapped under its owner's control."" // This land enters tapped. {T}: Add {B}.",images/card_art/Malakir_Rebirth_Malakir_Mire/Malakir_Rebirth_Malakir_Mire_znr_111_609d3ecf_front.png
the-demons,Thought Vessel,Ramp,,default,Normal,0.27,,2,common,Artifact,3.49,You have no maximum hand size. {T}: Add {C}.,images/card_art/Thought_Vessel/Thought_Vessel_blc_289_b7a24bfc.png
the-demons,Dusk Legion Dreadnought,Sideboard,Artifact,default,Normal,0.07,,5,uncommon,Artifact,0.35,Vigilance Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.),images/card_art/Dusk_Legion_Dreadnought/xln-236-dusk-legion-dreadnought (1).png
the-demons,Brightclimb Pathway // Grimclimb Pathway,Land,,default,Normal,0.14,,0,rare,"Land,Land",5.99,{T}: Add {W}. // {T}: Add {B}.,images/card_art/Brightclimb_Pathway_Grimclimb_Pathway/Brightclimb_Pathway_Grimclimb_Pathway_plst_ZNR-259_6a91d75c_front.png
the-demons,Lifeline,Recursion,,default,Normal,0.46,,5,rare,Artifact,44.99,"Whenever a creature dies, if another creature is on the battlefield, return the first card to the battlefield under its owner's control at the beginning of the next end step.",images/card_art/Lifeline/usg-299-lifeline.png
the-demons,Contamination,Stax,,default,Normal,1.5,Black,3,rare,Enchantment,8.99,"At the beginning of your upkeep, sacrifice this enchantment unless you sacrifice a creature. If a land is tapped for mana, it produces {B} instead of any other type and amount.",images/card_art/Contamination/usg-123-contamination.png
the-demons,Flare of Malice,Removal,,default,Normal,0.62,Black,4,rare,Instant,3.99,You may sacrifice a nontoken black creature rather than pay this spell's mana cost. Each opponent sacrifices a creature or planeswalker with the greatest mana value among creatures and planeswalkers they control.,images/card_art/Flare_of_Malice/mh3-95-flare-of-malice.png
the-demons,Bolas's Citadel,Draw,,default,Normal,1.72,Black,6,rare,Artifact,12.99,"You may look at the top card of your library any time. You may play lands and cast spells from the top of your library. If you cast a spell this way, pay life equal to its mana value rather than pay its mana cost. {T}, Sacrifice ten nonland permanents: Each opponent loses 10 life.",images/card_art/Bolas's_Citadel/war-79-bolas-s-citadel.png
